Author(s) ID,PublicationEID
 7004961556,2-s2.0-85163151675
 6602597937,2-s2.0-85163151675
 35611132500,2-s2.0-85163151675
 56029313800,2-s2.0-85163151675
57188702764,2-s2.0-85170695223
 58138531900,2-s2.0-85170695223
 57193082907,2-s2.0-85170695223
 8569905800,2-s2.0-85170695223
 7801417412,2-s2.0-85170695223
 57220698290,2-s2.0-85170695223
57198504120,2-s2.0-85169845387
 58152075500,2-s2.0-85169845387
 17435699400,2-s2.0-85169845387
 7102070541,2-s2.0-85169845387
 24766394200,2-s2.0-85169845387
 57193705131,2-s2.0-85169845387
 57490424600,2-s2.0-85169845387
 58562924100,2-s2.0-85169845387
 54380419500,2-s2.0-85169845387
 15841284000,2-s2.0-85169845387
 55880413100,2-s2.0-85169845387
 6602259575,2-s2.0-85169845387
 57203070814,2-s2.0-85169845387
57220843428,2-s2.0-85169022729
 57217110698,2-s2.0-85169022729
 56973486800,2-s2.0-85169022729
 7405241093,2-s2.0-85169022729
57785315900,2-s2.0-85166561459
 55880029400,2-s2.0-85166561459
 58254334200,2-s2.0-85166561459
 14519038000,2-s2.0-85166561459
58477625300,2-s2.0-85164234301
 6603082623,2-s2.0-85164234301
 6505660647,2-s2.0-85164234301
57195237008,2-s2.0-85164301909
 7403199279,2-s2.0-85164301909
14054082300,2-s2.0-85168001417
 57193584156,2-s2.0-85168001417
 57211638548,2-s2.0-85168001417
 57215560126,2-s2.0-85168001417
 57211634776,2-s2.0-85168001417
 57215132626,2-s2.0-85168001417
 58520949400,2-s2.0-85168001417
 7102039021,2-s2.0-85168001417
58506545200,2-s2.0-85168679048
 56432536500,2-s2.0-85168679048
 6701457724,2-s2.0-85168679048
 55750409400,2-s2.0-85168679048
 58529884000,2-s2.0-85168679048
 54404593300,2-s2.0-85168679048
57194045757,2-s2.0-85164267503
 57201427526,2-s2.0-85164267503
57703469400,2-s2.0-85169122619
 6508376675,2-s2.0-85169122619
 58555026100,2-s2.0-85169122619
 23966742600,2-s2.0-85169122619
55533525200,2-s2.0-85164280167
 57998042100,2-s2.0-85164280167
 7003401556,2-s2.0-85164280167
 13408977600,2-s2.0-85164280167
58338546800,2-s2.0-85169004074
 58553964400,2-s2.0-85169004074
 57190000463,2-s2.0-85169004074
58549720400,2-s2.0-85168791976
 55629520500,2-s2.0-85168791976
 57190071063,2-s2.0-85168791976
 6602113052,2-s2.0-85168791976
 16204306600,2-s2.0-85168791976
36614668900,2-s2.0-85148709616
 56061629500,2-s2.0-85148709616
 57193625249,2-s2.0-85148709616
57465365000,2-s2.0-85171336597
 55628583368,2-s2.0-85171336597
57195402069,2-s2.0-85171355526
 57221150017,2-s2.0-85171355526
 56393839900,2-s2.0-85171355526
 42161940400,2-s2.0-85171355526
 38862842800,2-s2.0-85171355526
 57219032784,2-s2.0-85171355526
 24077196600,2-s2.0-85171355526
 35113606100,2-s2.0-85171355526
57219752126,2-s2.0-85170651265
 57219747731,2-s2.0-85170651265
 56289643200,2-s2.0-85170651265
57218577399,2-s2.0-85164663293
 54935673600,2-s2.0-85164663293
 57222615260,2-s2.0-85164663293
 24923370500,2-s2.0-85164663293
57349968400,2-s2.0-85163663384
 7006959612,2-s2.0-85163663384
 56574703500,2-s2.0-85163663384
57565534500,2-s2.0-85165683388
 57219023792,2-s2.0-85165683388
 25928977600,2-s2.0-85165683388
 35242128300,2-s2.0-85165683388
35300130500,2-s2.0-85166417460
 58517016000,2-s2.0-85166417460
 58516808200,2-s2.0-85166417460
 57611573500,2-s2.0-85166417460
 14631528100,2-s2.0-85166417460
57880172000,2-s2.0-85163545231
 57953071400,2-s2.0-85163545231
 57190018750,2-s2.0-85163545231
 57214287540,2-s2.0-85163545231
 55339961500,2-s2.0-85163545231
 57202382746,2-s2.0-85163545231
 7004876583,2-s2.0-85163545231
 57192168434,2-s2.0-85163545231
 25628822400,2-s2.0-85163545231
56648135000,2-s2.0-85165950158
 56572084800,2-s2.0-85165950158
 57219057676,2-s2.0-85165950158
 55574123024,2-s2.0-85165950158
 22837082900,2-s2.0-85165950158
57164564700,2-s2.0-85169441052
 57193672602,2-s2.0-85169441052
 23486897300,2-s2.0-85169441052
57193216045,2-s2.0-85160926180
 6602552936,2-s2.0-85160926180
 7006783289,2-s2.0-85160926180
 8856241400,2-s2.0-85160926180
 36855651100,2-s2.0-85160926180
 57202441403,2-s2.0-85160926180
 56285604800,2-s2.0-85160926180
 6603450603,2-s2.0-85160926180
 6508370269,2-s2.0-85160926180
 56113995300,2-s2.0-85160926180
 6602905512,2-s2.0-85160926180
 58186618800,2-s2.0-85160926180
 57194902712,2-s2.0-85160926180
 58376205100,2-s2.0-85160926180
 6507049935,2-s2.0-85160926180
 57196545395,2-s2.0-85160926180
 56614110200,2-s2.0-85160926180
 6507048554,2-s2.0-85160926180
 58122025400,2-s2.0-85160926180
 58594504200,2-s2.0-85160926180
 58299788200,2-s2.0-85160926180
 26658838000,2-s2.0-85160926180
 58025394200,2-s2.0-85160926180
 6602306657,2-s2.0-85160926180
8705258900,2-s2.0-85171329792
 57212527477,2-s2.0-85171329792
 53164823600,2-s2.0-85171329792
 57222107953,2-s2.0-85171329792
57211635708,2-s2.0-85160913311
 57203369386,2-s2.0-85160913311
 57222574275,2-s2.0-85160913311
 56674644800,2-s2.0-85160913311
 57239453600,2-s2.0-85160913311
 57195337289,2-s2.0-85160913311
 57189599436,2-s2.0-85160913311
 50862327600,2-s2.0-85160913311
 9436804100,2-s2.0-85160913311
 23987049200,2-s2.0-85160913311
 56203564900,2-s2.0-85160913311
 56954737000,2-s2.0-85160913311
 57216243504,2-s2.0-85160913311
 6507615192,2-s2.0-85160913311
 57222421085,2-s2.0-85160913311
 57190952842,2-s2.0-85160913311
 25931960000,2-s2.0-85160913311
 57221684450,2-s2.0-85160913311
 57503982400,2-s2.0-85160913311
 56192904900,2-s2.0-85160913311
 57222575023,2-s2.0-85160913311
 57197484439,2-s2.0-85160913311
 35463408300,2-s2.0-85160913311
 57536223700,2-s2.0-85160913311
 57074158600,2-s2.0-85160913311
 7004450805,2-s2.0-85160913311
 55318241800,2-s2.0-85160913311
 8294517400,2-s2.0-85160913311
 7005093899,2-s2.0-85160913311
 24544878300,2-s2.0-85160913311
56921649900,2-s2.0-85159477963
 57562827900,2-s2.0-85159477963
 55758337700,2-s2.0-85159477963
 57221324018,2-s2.0-85159477963
 55185498200,2-s2.0-85159477963
 7004532292,2-s2.0-85159477963
 9241106700,2-s2.0-85159477963
 7005111394,2-s2.0-85159477963
 6508151442,2-s2.0-85159477963
8046606700,2-s2.0-85143168131
 57989720400,2-s2.0-85143168131
 57720417500,2-s2.0-85143168131
57210748562,2-s2.0-85164705490
 15845100200,2-s2.0-85164705490
 26649180300,2-s2.0-85164705490
 7003578389,2-s2.0-85164705490
57430228700,2-s2.0-85164271784
 55328375600,2-s2.0-85164271784
 6506713567,2-s2.0-85164271784
 14122315400,2-s2.0-85164271784
 55023820000,2-s2.0-85164271784
 55523809100,2-s2.0-85164271784
 57216303801,2-s2.0-85164271784
57189025227,2-s2.0-85167612211
 57198434721,2-s2.0-85167612211
 57216598383,2-s2.0-85167612211
 8857388000,2-s2.0-85167612211
58156301700,2-s2.0-85165951235
 58509842200,2-s2.0-85165951235
 7102963606,2-s2.0-85165951235
 36020863800,2-s2.0-85165951235
57215937987,2-s2.0-85168014680
 55991175000,2-s2.0-85168014680
 15768654400,2-s2.0-85168014680
56152168000,2-s2.0-85168689344
 56320666500,2-s2.0-85168689344
 57882472500,2-s2.0-85168689344
