Author(s) ID,PublicationEID
 57210378053,2-s2.0-85122511679
 57205438119,2-s2.0-85122511679
 36702075200,2-s2.0-85122511679
57916789700,2-s2.0-85139339013
 57205247236,2-s2.0-85139339013
 57216641689,2-s2.0-85139339013
 57192924702,2-s2.0-85139339013
57222467953,2-s2.0-85141786735
 57219095071,2-s2.0-85141786735
 57962398000,2-s2.0-85141786735
57200183385,2-s2.0-85133783270
 8904598500,2-s2.0-85133783270
 54399735400,2-s2.0-85133783270
36918006500,2-s2.0-85123904837
 6508086535,2-s2.0-85123904837
 57220981430,2-s2.0-85123904837
58103931800,2-s2.0-85148107459
 56888513800,2-s2.0-85148107459
22943616900,2-s2.0-85141747970
 57221630457,2-s2.0-85141747970
 57203102486,2-s2.0-85141747970
 22938681200,2-s2.0-85141747970
 57226061645,2-s2.0-85141747970
 6701522991,2-s2.0-85141747970
57193726163,2-s2.0-85138464541
 57221262838,2-s2.0-85138464541
 57191445352,2-s2.0-85138464541
 57424412500,2-s2.0-85138464541
 57205203669,2-s2.0-85138464541
55556371700,2-s2.0-85140080274
 6506222566,2-s2.0-85140080274
 6507040399,2-s2.0-85140080274
 34267561800,2-s2.0-85140080274
 35754974700,2-s2.0-85140080274
 24460330800,2-s2.0-85140080274
 55151658000,2-s2.0-85140080274
 15043808100,2-s2.0-85140080274
 56927079300,2-s2.0-85140080274
 7101695109,2-s2.0-85140080274
 57197720628,2-s2.0-85140080274
 57213884031,2-s2.0-85140080274
 55242350200,2-s2.0-85140080274
 14122893100,2-s2.0-85140080274
 57274592300,2-s2.0-85140080274
 56613490600,2-s2.0-85140080274
 35572232000,2-s2.0-85140080274
 55441719000,2-s2.0-85140080274
 57208015577,2-s2.0-85140080274
 57203591834,2-s2.0-85140080274
 57193671232,2-s2.0-85140080274
 56724280500,2-s2.0-85140080274
 57210315551,2-s2.0-85140080274
 55489781700,2-s2.0-85140080274
 57216599226,2-s2.0-85140080274
 56512081600,2-s2.0-85140080274
 36091990000,2-s2.0-85140080274
 57224650013,2-s2.0-85140080274
55443373200,2-s2.0-85139834285
 57195758644,2-s2.0-85139834285
 56664203600,2-s2.0-85139834285
 57214954508,2-s2.0-85139834285
 55633108500,2-s2.0-85139834285
 57197038426,2-s2.0-85139834285
 56363217900,2-s2.0-85139834285
 57218332836,2-s2.0-85139834285
 57608116600,2-s2.0-85139834285
 57211126180,2-s2.0-85139834285
 57488343600,2-s2.0-85139834285
 57216808299,2-s2.0-85139834285
 57610243200,2-s2.0-85139834285
 57193955748,2-s2.0-85139834285
 24477511900,2-s2.0-85139834285
 57219543784,2-s2.0-85139834285
 56515103600,2-s2.0-85139834285
 57219383871,2-s2.0-85139834285
 6602744143,2-s2.0-85139834285
 57200552603,2-s2.0-85139834285
 57194172878,2-s2.0-85139834285
 7102999528,2-s2.0-85139834285
 57196318472,2-s2.0-85139834285
 57609707200,2-s2.0-85139834285
 57198861159,2-s2.0-85139834285
 55504076500,2-s2.0-85139834285
 57221250981,2-s2.0-85139834285
 56321883000,2-s2.0-85139834285
 57216250837,2-s2.0-85139834285
 56355283500,2-s2.0-85139834285
 57923519500,2-s2.0-85139834285
57190010006,2-s2.0-85142249668
 57972363200,2-s2.0-85142249668
 57221315667,2-s2.0-85142249668
 57219836916,2-s2.0-85142249668
53664678400,2-s2.0-85166442537
 57201585013,2-s2.0-85166442537
 57200231147,2-s2.0-85166442537
 58518522400,2-s2.0-85166442537
 35071035400,2-s2.0-85166442537
 6506998664,2-s2.0-85166442537
 57192829601,2-s2.0-85166442537
 57383343400,2-s2.0-85166442537
 57192991212,2-s2.0-85166442537
 57198188368,2-s2.0-85166442537
 57190250937,2-s2.0-85166442537
 57129499600,2-s2.0-85166442537
 57353229200,2-s2.0-85166442537
 24335776100,2-s2.0-85166442537
 56245170200,2-s2.0-85166442537
 58518522500,2-s2.0-85166442537
 54994067500,2-s2.0-85166442537
 58518488200,2-s2.0-85166442537
 57389164600,2-s2.0-85166442537
 58518488300,2-s2.0-85166442537
 20035401300,2-s2.0-85166442537
 58518488400,2-s2.0-85166442537
 24335150900,2-s2.0-85166442537
57188754916,2-s2.0-85140829587
 57214231366,2-s2.0-85140829587
 57946041400,2-s2.0-85140829587
 36615204700,2-s2.0-85140829587
 57945962600,2-s2.0-85140829587
 57203051107,2-s2.0-85140829587
57798451700,2-s2.0-85134006063
 57211850530,2-s2.0-85134006063
42161946200,2-s2.0-85139833552
 35318807500,2-s2.0-85139833552
56114783000,2-s2.0-85139812699
 55781386200,2-s2.0-85139812699
 57190027149,2-s2.0-85139812699
 56449232900,2-s2.0-85139812699
 37013106700,2-s2.0-85139812699
 57193409802,2-s2.0-85139812699
 17433279200,2-s2.0-85139812699
57194002956,2-s2.0-85134794882
 57576536600,2-s2.0-85134794882
 58018358600,2-s2.0-85134794882
 57817797700,2-s2.0-85134794882
 56096607800,2-s2.0-85134794882
 58514421800,2-s2.0-85134794882
57412185900,2-s2.0-85158928168
 57220748507,2-s2.0-85158928168
 57219338204,2-s2.0-85158928168
 55973287400,2-s2.0-85158928168
57214908032,2-s2.0-85131169490
 57218453579,2-s2.0-85131169490
 54582012700,2-s2.0-85131169490
 23391452500,2-s2.0-85131169490
 57722656400,2-s2.0-85131169490
 22733517600,2-s2.0-85131169490
 7201935465,2-s2.0-85131169490
6602595413,2-s2.0-85137137242
36646046200,2-s2.0-85140742557
 57209825254,2-s2.0-85140742557
 56080528300,2-s2.0-85140742557
 57219553506,2-s2.0-85140742557
 57214931001,2-s2.0-85140742557
57202618500,2-s2.0-85138204814
 57193761766,2-s2.0-85138204814
 57893886800,2-s2.0-85138204814
 7004316367,2-s2.0-85138204814
57215092292,2-s2.0-85124737726
 7003870500,2-s2.0-85124737726
 57191249780,2-s2.0-85124737726
56539269700,2-s2.0-85132421736
 57216158404,2-s2.0-85132421736
 57188708880,2-s2.0-85132421736
 57756103200,2-s2.0-85132421736
 57755437600,2-s2.0-85132421736
 57224938996,2-s2.0-85132421736
 57755437700,2-s2.0-85132421736
 57756103300,2-s2.0-85132421736
 57756103400,2-s2.0-85132421736
 57754115600,2-s2.0-85132421736
57882252600,2-s2.0-85136139341
 55609188900,2-s2.0-85136139341
56701529600,2-s2.0-85138156015
 7401952440,2-s2.0-85138156015
 57210774976,2-s2.0-85138156015
57218490556,2-s2.0-85138284840
 51461712000,2-s2.0-85138284840
58351389900,2-s2.0-85137884730
 7103251673,2-s2.0-85137884730
 26645414300,2-s2.0-85137884730
57997485700,2-s2.0-85145436328
 25960845900,2-s2.0-85145436328
 56245405900,2-s2.0-85145436328
57230391200,2-s2.0-85138463234
 57899403100,2-s2.0-85138463234
 57119537500,2-s2.0-85138463234
 57899547700,2-s2.0-85138463234
 56129392700,2-s2.0-85138463234
 34979269300,2-s2.0-85138463234
57283529300,2-s2.0-85139975506
 57224206850,2-s2.0-85139975506
 55633497900,2-s2.0-85139975506
 57224206416,2-s2.0-85139975506
 56043034300,2-s2.0-85139975506
55964605900,2-s2.0-85133565129
 57226082788,2-s2.0-85133565129
 35112537700,2-s2.0-85133565129
 35485669000,2-s2.0-85133565129
 7402400990,2-s2.0-85133565129
 35112584900,2-s2.0-85133565129
 57225730408,2-s2.0-85133565129
57688286300,2-s2.0-85137755390
 48161588600,2-s2.0-85137755390
 55842236300,2-s2.0-85137755390
 55894435200,2-s2.0-85137755390
 7004884053,2-s2.0-85137755390
 34771014500,2-s2.0-85137755390
 55828594700,2-s2.0-85137755390
 7004696371,2-s2.0-85137755390
 14632483900,2-s2.0-85137755390
 57202572400,2-s2.0-85137755390
 57218362639,2-s2.0-85137755390
 56662857400,2-s2.0-85137755390
 7404250345,2-s2.0-85137755390
 57898744200,2-s2.0-85137755390
 56579803600,2-s2.0-85137755390
 57898536200,2-s2.0-85137755390
57210262351,2-s2.0-85138336782
 6602087173,2-s2.0-85138336782
57209243615,2-s2.0-85125561086
 57202054890,2-s2.0-85125561086
 7003419235,2-s2.0-85125561086
 23007765100,2-s2.0-85125561086
 35551829500,2-s2.0-85125561086
57214232883,2-s2.0-85138423252
 57204689763,2-s2.0-85138423252
 57218215463,2-s2.0-85138423252
 57213190221,2-s2.0-85138423252
 56002708800,2-s2.0-85138423252
57346434500,2-s2.0-85137646331
 57881770900,2-s2.0-85137646331
 57192031786,2-s2.0-85137646331
 57203139436,2-s2.0-85137646331
 22733294000,2-s2.0-85137646331
 57881771000,2-s2.0-85137646331
 8690226100,2-s2.0-85137646331
 36466190100,2-s2.0-85137646331
36641716000,2-s2.0-85137919415
 57888300700,2-s2.0-85137919415
 57887845900,2-s2.0-85137919415
 55662293100,2-s2.0-85137919415
 57189757329,2-s2.0-85137919415
57224545940,2-s2.0-85138487958
 6508289335,2-s2.0-85138487958
 55446797900,2-s2.0-85138487958
 57899393700,2-s2.0-85138487958
 57189099323,2-s2.0-85138487958
 57226501637,2-s2.0-85138487958
 57191408081,2-s2.0-85138487958
57221329265,2-s2.0-85133684206
 6701563520,2-s2.0-85133684206
57214871175,2-s2.0-85138493562
 57899810600,2-s2.0-85138493562
 57219614720,2-s2.0-85138493562
 57365298100,2-s2.0-85138493562
 57217197801,2-s2.0-85138493562
 49662040600,2-s2.0-85138493562
57211849208,2-s2.0-85138554008
 57901314400,2-s2.0-85138554008
 7003898061,2-s2.0-85138554008
58536629900,2-s2.0-85135990961
 46161208600,2-s2.0-85135990961
 57436300200,2-s2.0-85135990961
 57215026603,2-s2.0-85135990961
 57841730800,2-s2.0-85135990961
 24922487300,2-s2.0-85135990961
54890793700,2-s2.0-85124021232
55713135200,2-s2.0-85139395982
 57918586800,2-s2.0-85139395982
 57918187000,2-s2.0-85139395982
58106638300,2-s2.0-85148297222
 57190691701,2-s2.0-85148297222
35598133800,2-s2.0-85140430207
 55615027300,2-s2.0-85140430207
 57191077068,2-s2.0-85140430207
 57205209525,2-s2.0-85140430207
 55259575500,2-s2.0-85140430207
 57212616936,2-s2.0-85140430207
55842043400,2-s2.0-85091814999
 22937756700,2-s2.0-85091814999
 54787630500,2-s2.0-85091814999
 57219240575,2-s2.0-85091814999
57964310800,2-s2.0-85141834606
 57215534867,2-s2.0-85141834606
 57963581400,2-s2.0-85141834606
 57963947100,2-s2.0-85141834606
 57191853678,2-s2.0-85141834606
 57202981756,2-s2.0-85141834606
57336909600,2-s2.0-85139820257
 7006316549,2-s2.0-85139820257
 24401743900,2-s2.0-85139820257
 13907269500,2-s2.0-85139820257
56426447600,2-s2.0-85152614672
 57103776700,2-s2.0-85152614672
 57193735880,2-s2.0-85152614672
23490768100,2-s2.0-85128756789
 12789798300,2-s2.0-85128756789
 7005928897,2-s2.0-85128756789
57450206300,2-s2.0-85138681121
 57799008400,2-s2.0-85138681121
 6602865205,2-s2.0-85138681121
57200552603,2-s2.0-85125918846
 55192765600,2-s2.0-85125918846
 57203905225,2-s2.0-85125918846
 57213689888,2-s2.0-85125918846
 26659842300,2-s2.0-85125918846
 6603320500,2-s2.0-85125918846
 23989284300,2-s2.0-85125918846
57895534300,2-s2.0-85146569403
 16244132500,2-s2.0-85146569403
 7402637003,2-s2.0-85146569403
 35547901100,2-s2.0-85146569403
15062205000,2-s2.0-85139242775
 57188987894,2-s2.0-85139242775
26424808900,2-s2.0-85138712823
 57210801822,2-s2.0-85138712823
 36835813200,2-s2.0-85138712823
34870886500,2-s2.0-85138713916
 57214079893,2-s2.0-85138713916
 55646876500,2-s2.0-85138713916
 18433530100,2-s2.0-85138713916
57275374700,2-s2.0-85134355471
 8679147300,2-s2.0-85134355471
 56872834000,2-s2.0-85134355471
55371053200,2-s2.0-85132690576
 55662789800,2-s2.0-85132690576
 6701314967,2-s2.0-85132690576
55639536600,2-s2.0-85138579123
 7006257137,2-s2.0-85138579123
7003521557,2-s2.0-85138149522
57337660700,2-s2.0-85129737393
 57191280188,2-s2.0-85129737393
 23396946200,2-s2.0-85129737393
6602155136,2-s2.0-85132756548
 35743006900,2-s2.0-85132756548
 36494460500,2-s2.0-85132756548
 55548133200,2-s2.0-85132756548
57238094400,2-s2.0-85140071674
 57077244700,2-s2.0-85140071674
 56052626000,2-s2.0-85140071674
 58387520800,2-s2.0-85140071674
 57756373200,2-s2.0-85140071674
 56060643600,2-s2.0-85140071674
57207313066,2-s2.0-85134704207
 35092204200,2-s2.0-85134704207
 36998241600,2-s2.0-85134704207
57209694490,2-s2.0-85131953000
 57193069970,2-s2.0-85131953000
 6506630609,2-s2.0-85131953000
 57220246408,2-s2.0-85131953000
 36960713000,2-s2.0-85131953000
 56985108600,2-s2.0-85131953000
 57199513131,2-s2.0-85131953000
57898464700,2-s2.0-85138444400
 57225367269,2-s2.0-85138444400
 57204668343,2-s2.0-85138444400
 57898584400,2-s2.0-85138444400
 57898545100,2-s2.0-85138444400
 57219448442,2-s2.0-85138444400
 57898503400,2-s2.0-85138444400
 37665855500,2-s2.0-85138444400
 57898427900,2-s2.0-85138444400
 56609590400,2-s2.0-85138444400
 23991805500,2-s2.0-85138444400
 26534724100,2-s2.0-85138444400
 57233544600,2-s2.0-85138444400
 57201770910,2-s2.0-85138444400
56816959500,2-s2.0-85138192278
 57892776200,2-s2.0-85138192278
22635812100,2-s2.0-85135596270
 6603018245,2-s2.0-85135596270
57736189100,2-s2.0-85134213247
56529435900,2-s2.0-85135822523
 8314098900,2-s2.0-85135822523
 57208946135,2-s2.0-85135822523
 14048917700,2-s2.0-85135822523
58080261500,2-s2.0-85146917572
26665281400,2-s2.0-85140785634
 36008175900,2-s2.0-85140785634
24385534300,2-s2.0-85125546973
 15043614900,2-s2.0-85125546973
 6602628184,2-s2.0-85125546973
 56113002200,2-s2.0-85125546973
 57220186214,2-s2.0-85125546973
 57213095018,2-s2.0-85125546973
 57203040581,2-s2.0-85125546973
 57211049643,2-s2.0-85125546973
 57220069881,2-s2.0-85125546973
57217099873,2-s2.0-85136078566
57214842840,2-s2.0-85132026137
 6603830552,2-s2.0-85132026137
57216589206,2-s2.0-85137488491
 57191592471,2-s2.0-85137488491
 7401916795,2-s2.0-85137488491
 7201485519,2-s2.0-85137488491
 57189353395,2-s2.0-85137488491
 57221110346,2-s2.0-85137488491
 36095851600,2-s2.0-85137488491
57203264672,2-s2.0-85142210924
 57221403944,2-s2.0-85142210924
 57824090500,2-s2.0-85142210924
 56652886600,2-s2.0-85142210924
56113514600,2-s2.0-85137845684
 7005681170,2-s2.0-85137845684
 55981192800,2-s2.0-85137845684
57204903826,2-s2.0-85135419350
 57223349710,2-s2.0-85135419350
 36631516500,2-s2.0-85135419350
 25723810200,2-s2.0-85135419350
56319533700,2-s2.0-85144835351
 57193747157,2-s2.0-85144835351
 57217391518,2-s2.0-85144835351
 57193005464,2-s2.0-85144835351
 58042939200,2-s2.0-85144835351
 35068665400,2-s2.0-85144835351
 8424325000,2-s2.0-85144835351
 6602873810,2-s2.0-85144835351
 7202842180,2-s2.0-85144835351
56645053800,2-s2.0-85141923141
 24576785100,2-s2.0-85141923141
 7006244866,2-s2.0-85141923141
55636199800,2-s2.0-85134806597
 57202050448,2-s2.0-85134806597
 25651505100,2-s2.0-85134806597
 24172813000,2-s2.0-85134806597
 36617625400,2-s2.0-85134806597
 6701829347,2-s2.0-85134806597
 6506260453,2-s2.0-85134806597
 23003399100,2-s2.0-85134806597
25936446500,2-s2.0-85138635414
 57788115800,2-s2.0-85138635414
54388486300,2-s2.0-85137166790
 7101815523,2-s2.0-85137166790
57224374327,2-s2.0-85135142747
 6505821356,2-s2.0-85135142747
 55979077000,2-s2.0-85135142747
 6603770783,2-s2.0-85135142747
 23008588400,2-s2.0-85135142747
 8638891300,2-s2.0-85135142747
 55249961000,2-s2.0-85135142747
 23480808000,2-s2.0-85135142747
57828412500,2-s2.0-85135294288
 57354076900,2-s2.0-85135294288
 57222403525,2-s2.0-85135294288
 57828281100,2-s2.0-85135294288
56005383000,2-s2.0-85160257284
 6603738803,2-s2.0-85160257284
 57186611900,2-s2.0-85160257284
 58288751200,2-s2.0-85160257284
57222085768,2-s2.0-85137408405
 35216195800,2-s2.0-85137408405
 56221815800,2-s2.0-85137408405
57212243795,2-s2.0-85124718478
 7402289490,2-s2.0-85124718478
 6602072349,2-s2.0-85124718478
57226426952,2-s2.0-85141745664
 16646249300,2-s2.0-85141745664
 57282405600,2-s2.0-85141745664
57218596167,2-s2.0-85136749400
 55566641600,2-s2.0-85136749400
 57218597818,2-s2.0-85136749400
 7202611268,2-s2.0-85136749400
 57188662343,2-s2.0-85136749400
57223605192,2-s2.0-85140092753
 54886487700,2-s2.0-85140092753
 36185636200,2-s2.0-85140092753
56400757700,2-s2.0-85138667604
 55652830100,2-s2.0-85138667604
57200256900,2-s2.0-85136868969
 36729660500,2-s2.0-85136868969
 56056991200,2-s2.0-85136868969
57194693275,2-s2.0-85146081801
 57265861300,2-s2.0-85146081801
 58065941400,2-s2.0-85146081801
 22955585300,2-s2.0-85146081801
7006828339,2-s2.0-85140911812
 7410062122,2-s2.0-85140911812
57035040800,2-s2.0-85140464110
 57939784500,2-s2.0-85140464110
 57940126100,2-s2.0-85140464110
 15751612300,2-s2.0-85140464110
 57940302200,2-s2.0-85140464110
 57206674454,2-s2.0-85140464110
57851842400,2-s2.0-85136306177
 57222121315,2-s2.0-85136306177
35273378100,2-s2.0-85098794262
57194650651,2-s2.0-85140651210
 56012561100,2-s2.0-85140651210
 58237164400,2-s2.0-85140651210
 57942950600,2-s2.0-85140651210
 57203244334,2-s2.0-85140651210
57991675300,2-s2.0-85143254038
 36815992200,2-s2.0-85143254038
 56118695200,2-s2.0-85143254038
55792572000,2-s2.0-85138701337
 57383073300,2-s2.0-85138701337
 57904334800,2-s2.0-85138701337
57214550940,2-s2.0-85134406714
 57210392587,2-s2.0-85134406714
24577988100,2-s2.0-85139226819
 56246460700,2-s2.0-85139226819
 6602897610,2-s2.0-85139226819
57871833600,2-s2.0-85137168078
 57871767900,2-s2.0-85137168078
 57871901000,2-s2.0-85137168078
 55345467100,2-s2.0-85137168078
 57845367400,2-s2.0-85137168078
 57210710752,2-s2.0-85137168078
 36748168900,2-s2.0-85137168078
 58026950500,2-s2.0-85137168078
50761307100,2-s2.0-85137571693
 57880026700,2-s2.0-85137571693
 57880506900,2-s2.0-85137571693
 16229352900,2-s2.0-85137571693
 57192976476,2-s2.0-85137571693
57195315745,2-s2.0-85129503562
 57667867500,2-s2.0-85129503562
 57668858300,2-s2.0-85129503562
57216186055,2-s2.0-85131512140
 56034883700,2-s2.0-85131512140
57212874426,2-s2.0-85133260907
 23397010300,2-s2.0-85133260907
 55742762000,2-s2.0-85133260907
16025599200,2-s2.0-85150462420
 56605893000,2-s2.0-85150462420
 57214894183,2-s2.0-85150462420
 23062085600,2-s2.0-85150462420
 58149056700,2-s2.0-85150462420
 58148335800,2-s2.0-85150462420
 7006471137,2-s2.0-85150462420
 24447748400,2-s2.0-85150462420
 56182903500,2-s2.0-85150462420
57324280400,2-s2.0-85137413332
 57864645100,2-s2.0-85137413332
 55919067300,2-s2.0-85137413332
 6506992865,2-s2.0-85137413332
57188661710,2-s2.0-85132886728
 57194177818,2-s2.0-85132886728
 57765626200,2-s2.0-85132886728
 57191852376,2-s2.0-85132886728
 55819738100,2-s2.0-85132886728
 57191850565,2-s2.0-85132886728
 57764857500,2-s2.0-85132886728
 57766495700,2-s2.0-85132886728
 56786561200,2-s2.0-85132886728
 57764982900,2-s2.0-85132886728
56991698100,2-s2.0-85134184407
 36486005300,2-s2.0-85134184407
 57223348670,2-s2.0-85134184407
 42862658000,2-s2.0-85134184407
 57221203410,2-s2.0-85134184407
 57964772700,2-s2.0-85134184407
 14071723200,2-s2.0-85134184407
57219509970,2-s2.0-85135883202
 55542235300,2-s2.0-85135883202
55892056800,2-s2.0-85126190559
 57216653868,2-s2.0-85126190559
 7102795609,2-s2.0-85126190559
 50061015700,2-s2.0-85126190559
55819314000,2-s2.0-85129666214
 57210936323,2-s2.0-85129666214
 56994330200,2-s2.0-85129666214
 56359502700,2-s2.0-85129666214
 57347917800,2-s2.0-85129666214
 56083179800,2-s2.0-85129666214
 55561370000,2-s2.0-85129666214
57345793200,2-s2.0-85134827885
 57192438548,2-s2.0-85134827885
 57193738629,2-s2.0-85134827885
 57345947100,2-s2.0-85134827885
 7202091914,2-s2.0-85134827885
57485381700,2-s2.0-85148258032
 57212038275,2-s2.0-85148258032
 58106024100,2-s2.0-85148258032
 55050821600,2-s2.0-85148258032
57420914300,2-s2.0-85134366655
 57215482839,2-s2.0-85134366655
57863854200,2-s2.0-85136782273
 57219342150,2-s2.0-85136782273
 57170705700,2-s2.0-85136782273
57232153000,2-s2.0-85130258289
 57698473900,2-s2.0-85130258289
 57210729115,2-s2.0-85130258289
 57195153181,2-s2.0-85130258289
 57189633396,2-s2.0-85130258289
 57203288388,2-s2.0-85130258289
 57217064867,2-s2.0-85130258289
 57223691277,2-s2.0-85130258289
 6603033335,2-s2.0-85130258289
 57203805722,2-s2.0-85130258289
 6506393429,2-s2.0-85130258289
56997358700,2-s2.0-85129203436
57736225400,2-s2.0-85131767721
 55817868200,2-s2.0-85131767721
 6603770830,2-s2.0-85131767721
57937507300,2-s2.0-85146683410
 56428234100,2-s2.0-85146683410
 54956651400,2-s2.0-85146683410
 57194415480,2-s2.0-85146683410
8858335800,2-s2.0-85137143532
 6701329675,2-s2.0-85137143532
55620984000,2-s2.0-85104941161
 12779628700,2-s2.0-85104941161
55341071400,2-s2.0-85135962645
 57219432890,2-s2.0-85135962645
 57454615100,2-s2.0-85135962645
 56640918900,2-s2.0-85135962645
 56765999100,2-s2.0-85135962645
 55671573000,2-s2.0-85135962645
 55233726100,2-s2.0-85135962645
 57205365760,2-s2.0-85135962645
57205390623,2-s2.0-85138155576
 57563717000,2-s2.0-85138155576
 57894023000,2-s2.0-85138155576
 57219312213,2-s2.0-85138155576
 7402100229,2-s2.0-85138155576
57207050158,2-s2.0-85135236409
 16053655400,2-s2.0-85135236409
 52264998100,2-s2.0-85135236409
57222757963,2-s2.0-85135876739
 57201390153,2-s2.0-85135876739
 57219492562,2-s2.0-85135876739
 7202534265,2-s2.0-85135876739
 15846506300,2-s2.0-85135876739
 24341721700,2-s2.0-85135876739
57212553424,2-s2.0-85126595724
 35575866100,2-s2.0-85126595724
 35742932700,2-s2.0-85126595724
57221182851,2-s2.0-85133508400
 22634035000,2-s2.0-85133508400
 57210733553,2-s2.0-85133508400
 56446312700,2-s2.0-85133508400
 57210635035,2-s2.0-85133508400
 57002177700,2-s2.0-85133508400
 55715859400,2-s2.0-85133508400
 6603114322,2-s2.0-85133508400
57226747095,2-s2.0-85112587297
 55578389700,2-s2.0-85112587297
 55536151500,2-s2.0-85112587297
 57213811630,2-s2.0-85112587297
 57193679977,2-s2.0-85112587297
 56925539900,2-s2.0-85112587297
 57205319450,2-s2.0-85112587297
 57218701740,2-s2.0-85112587297
57201674747,2-s2.0-85135873589
 55573713700,2-s2.0-85135873589
 7405454282,2-s2.0-85135873589
 58004401000,2-s2.0-85135873589
 7102906940,2-s2.0-85135873589
57222465661,2-s2.0-85152650732
 35109806800,2-s2.0-85152650732
57808966400,2-s2.0-85137562659
 23397813500,2-s2.0-85137562659
57453825600,2-s2.0-85136474692
 22636347100,2-s2.0-85136474692
 55949707800,2-s2.0-85136474692
25925562700,2-s2.0-85114743541
 57218478044,2-s2.0-85114743541
 57222991679,2-s2.0-85114743541
57972234700,2-s2.0-85142254761
 57709226800,2-s2.0-85142254761
 26656850400,2-s2.0-85142254761
 57197850419,2-s2.0-85142254761
57346630400,2-s2.0-85135205586
 36917969000,2-s2.0-85135205586
57219537825,2-s2.0-85124236298
 57444045500,2-s2.0-85124236298
 57217362878,2-s2.0-85124236298
 57443852400,2-s2.0-85124236298
 57188703592,2-s2.0-85124236298
 15047667100,2-s2.0-85124236298
 7101718134,2-s2.0-85124236298
 55359166800,2-s2.0-85124236298
 7102508318,2-s2.0-85124236298
 7202277351,2-s2.0-85124236298
 34572771100,2-s2.0-85124236298
21739299500,2-s2.0-85135561646
 36087152100,2-s2.0-85135561646
 6602988232,2-s2.0-85135561646
 7403588231,2-s2.0-85135561646
57225214006,2-s2.0-85136468960
 57219482254,2-s2.0-85136468960
 23969555300,2-s2.0-85136468960
 7005829331,2-s2.0-85136468960
 34874672900,2-s2.0-85136468960
 7402778674,2-s2.0-85136468960
12646101100,2-s2.0-85129699131
 24076884900,2-s2.0-85129699131
 57203415268,2-s2.0-85129699131
 57568219700,2-s2.0-85129699131
 57567013000,2-s2.0-85129699131
 57568219800,2-s2.0-85129699131
 57567013100,2-s2.0-85129699131
57215670273,2-s2.0-85149300526
 57563648800,2-s2.0-85149300526
 57564662100,2-s2.0-85149300526
 55758000000,2-s2.0-85149300526
 37015430700,2-s2.0-85149300526
8948161100,2-s2.0-85134837453
 55781716000,2-s2.0-85134837453
 57195921307,2-s2.0-85134837453
57202321949,2-s2.0-85137148686
 57219787718,2-s2.0-85137148686
 58032724500,2-s2.0-85137148686
 23093088900,2-s2.0-85137148686
57712789100,2-s2.0-85131450071
 57212535822,2-s2.0-85131450071
 57212534871,2-s2.0-85131450071
 57194555208,2-s2.0-85131450071
 57356197700,2-s2.0-85131450071
 57196068633,2-s2.0-85131450071
 57289527000,2-s2.0-85131450071
 57356061300,2-s2.0-85131450071
 55215891200,2-s2.0-85131450071
 55437707800,2-s2.0-85131450071
 35771013700,2-s2.0-85131450071
57194697094,2-s2.0-85132578164
 55472294300,2-s2.0-85132578164
 14044074900,2-s2.0-85132578164
 55386972500,2-s2.0-85132578164
 57759775300,2-s2.0-85132578164
 56285802800,2-s2.0-85132578164
 57198227017,2-s2.0-85132578164
 57759438900,2-s2.0-85132578164
 57210752612,2-s2.0-85132578164
57210388340,2-s2.0-85131915241
 36793369900,2-s2.0-85131915241
 57741282500,2-s2.0-85131915241
 7406467765,2-s2.0-85131915241
 55219928800,2-s2.0-85131915241
 57068873200,2-s2.0-85131915241
7403498331,2-s2.0-85127942294
 42962087600,2-s2.0-85127942294
 12794497700,2-s2.0-85127942294
 7003297850,2-s2.0-85127942294
57210582973,2-s2.0-85135225963
 57278056200,2-s2.0-85135225963
 57825668000,2-s2.0-85135225963
 55531715700,2-s2.0-85135225963
 57216765678,2-s2.0-85135225963
 35263190200,2-s2.0-85135225963
25222710200,2-s2.0-85128660195
 7004708564,2-s2.0-85128660195
58591101600,2-s2.0-85131702039
 57196248173,2-s2.0-85131702039
 55188520200,2-s2.0-85131702039
 57734975100,2-s2.0-85131702039
 57734860800,2-s2.0-85131702039
36241378600,2-s2.0-85131073262
 55538597700,2-s2.0-85131073262
 8724448600,2-s2.0-85131073262
 57193448087,2-s2.0-85131073262
57214457005,2-s2.0-85136321105
 6506584862,2-s2.0-85136321105
56198153000,2-s2.0-85138273525
58261681800,2-s2.0-85139564478
 57401749700,2-s2.0-85139564478
 57403262700,2-s2.0-85139564478
 57751296600,2-s2.0-85139564478
 56048224000,2-s2.0-85139564478
57188754916,2-s2.0-85123092237
 57203051107,2-s2.0-85123092237
57211425844,2-s2.0-85133526364
 56982326700,2-s2.0-85133526364
 57865245500,2-s2.0-85133526364
57360966100,2-s2.0-85134575102
 56162731500,2-s2.0-85134575102
 6603926331,2-s2.0-85134575102
 57216781285,2-s2.0-85134575102
6603722119,2-s2.0-85137150257
 57871683700,2-s2.0-85137150257
8258738500,2-s2.0-85136188497
 57849337000,2-s2.0-85136188497
 57850048400,2-s2.0-85136188497
 57203955606,2-s2.0-85136188497
 35612060100,2-s2.0-85136188497
57188762458,2-s2.0-85137140229
 57205104265,2-s2.0-85137140229
 15056251200,2-s2.0-85137140229
 57189643794,2-s2.0-85137140229
 57693487000,2-s2.0-85137140229
 57871546600,2-s2.0-85137140229
 57414697700,2-s2.0-85137140229
 57209394593,2-s2.0-85137140229
